Sample	stress	rpkm_sum	Sample Title	Cultivar	Variety	Variety2	Variety3	Type	Preparation	Preparation2	spoilage	inoculation_fortification	Fermentation (days)	Fermentation_class	Group	pH	conc_NaCl	g_L_lactic_acid
O169	bile salt	14683.86297	C118	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.218	65.21087085	13.35282
O169	osmosis	210254.4522	C118	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.218	65.21087085	13.35282
O169	pH	345140.5377	C118	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.218	65.21087085	13.35282
O169	temperature	573991.3532	C118	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.218	65.21087085	13.35282
O170	bile salt	17536.08086	C120	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.949	94.53007446	10.386728
O170	osmosis	244740.6459	C120	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.949	94.53007446	10.386728
O170	pH	371881.7734	C120	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.949	94.53007446	10.386728
O170	temperature	456166.3364	C120	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.949	94.53007446	10.386728
O171	bile salt	11410.8506	C121	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.11	93.13651856	8.923504
O171	osmosis	260420.2413	C121	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.11	93.13651856	8.923504
O171	pH	353243.2166	C121	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.11	93.13651856	8.923504
O171	temperature	496362.2029	C121	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.11	93.13651856	8.923504
O172	bile salt	10678.71603	C122	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.19	97.09122933	10.41556
O172	osmosis	269944.2131	C122	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.19	97.09122933	10.41556
O172	pH	357044.9752	C122	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.19	97.09122933	10.41556
O172	temperature	485749.6326	C122	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.19	97.09122933	10.41556
O173	bile salt	6266.829406	C123	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.22	50.51030605	7.986464
O173	osmosis	297790.8669	C123	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.22	50.51030605	7.986464
O173	pH	351574.4052	C123	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.22	50.51030605	7.986464
O173	temperature	468484.1851	C123	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.22	50.51030605	7.986464
O174	bile salt	27137.97644	C119	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.008	84.18990123	16.92078
O174	osmosis	245666.7634	C119	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.008	84.18990123	16.92078
O174	pH	364963.5545	C119	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.008	84.18990123	16.92078
O174	temperature	472564.2793	C119	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	4.008	84.18990123	16.92078
O175	bile salt	15591.24179	C154	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.805	73.43785782	11.107528
O175	osmosis	230177.5834	C154	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.805	73.43785782	11.107528
O175	pH	380913.1267	C154	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.805	73.43785782	11.107528
O175	temperature	435666.6128	C154	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.805	73.43785782	11.107528
O176	bile salt	7283.282574	C155	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.013	93.13651856	12.591475
O176	osmosis	219587.7964	C155	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.013	93.13651856	12.591475
O176	pH	391080.845	C155	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.013	93.13651856	12.591475
O176	temperature	452349.8285	C155	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.013	93.13651856	12.591475
O177	bile salt	32241.08713	C157	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.131	47.03487563	13.041975
O177	osmosis	127776.7216	C157	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.131	47.03487563	13.041975
O177	pH	382455.095	C157	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.131	47.03487563	13.041975
O177	temperature	564196.7241	C157	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.131	47.03487563	13.041975
O178	bile salt	7954.008795	C162	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	3.726	116.7239565	17.447865
O178	osmosis	78873.84208	C162	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	3.726	116.7239565	17.447865
O178	pH	353172.094	C162	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	3.726	116.7239565	17.447865
O178	temperature	541581.0782	C162	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	3.726	116.7239565	17.447865
O179	bile salt	41840.19271	C164	Leccino	Leccino	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	4.035	77.01228334	23.853975
O179	osmosis	220229.6349	C164	Leccino	Leccino	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	4.035	77.01228334	23.853975
O179	pH	329207.4968	C164	Leccino	Leccino	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	4.035	77.01228334	23.853975
O179	temperature	561609.9218	C164	Leccino	Leccino	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	4.035	77.01228334	23.853975
O18	bile salt	4162.994405	FL13_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	180	170 < days ≤ 240	Bella_di_Cerignola_2	3.92	64.44363067	4.22569
O18	osmosis	208344.0847	FL13_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	180	170 < days ≤ 240	Bella_di_Cerignola_2	3.92	64.44363067	4.22569
O18	pH	390224.8184	FL13_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	180	170 < days ≤ 240	Bella_di_Cerignola_2	3.92	64.44363067	4.22569
O18	temperature	474519.3831	FL13_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	180	170 < days ≤ 240	Bella_di_Cerignola_2	3.92	64.44363067	4.22569
O180	bile salt	41694.04528	PVG08	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	Zapatera/Palmiche	None	60	days ≤ 170	PVG_01	4.15	62.22	6.28
O180	osmosis	213748.5434	PVG08	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	Zapatera/Palmiche	None	60	days ≤ 170	PVG_01	4.15	62.22	6.28
O180	pH	328768.0953	PVG08	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	Zapatera/Palmiche	None	60	days ≤ 170	PVG_01	4.15	62.22	6.28
O180	temperature	569818.3846	PVG08	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	Zapatera/Palmiche	None	60	days ≤ 170	PVG_01	4.15	62.22	6.28
O181	bile salt	10154.90971	C165	Leccino	Leccino	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	4.046	90.41073502	20.871665
O181	osmosis	84439.61971	C165	Leccino	Leccino	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	4.046	90.41073502	20.871665
O181	pH	421327.1472	C165	Leccino	Leccino	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	4.046	90.41073502	20.871665
O181	temperature	490178.0243	C165	Leccino	Leccino	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	4.046	90.41073502	20.871665
O182	bile salt	11974.60173	C166	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.987	92.03647991	10.85705
O182	osmosis	89572.60872	C166	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.987	92.03647991	10.85705
O182	pH	348696.088	C166	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.987	92.03647991	10.85705
O182	temperature	557782.9007	C166	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.987	92.03647991	10.85705
O183	bile salt	0	C163	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	3.736	119.8864223	16.19097
O183	osmosis	5272.961774	C163	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	3.736	119.8864223	16.19097
O183	pH	384928.9591	C163	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	3.736	119.8864223	16.19097
O183	temperature	458720.8201	C163	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Uliveto Soc. agr a.r.l	3.736	119.8864223	16.19097
O184	bile salt	51642.3641	C160	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.757	108.6926056	4.572575
O184	osmosis	196170.3524	C160	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.757	108.6926056	4.572575
O184	pH	283987.4454	C160	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.757	108.6926056	4.572575
O184	temperature	766256.141	C160	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.757	108.6926056	4.572575
O185	bile salt	35736.49981	FL5_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	Gas	None	180	170 < days ≤ 240	NA	NA	NA	NA
O185	osmosis	161102.9819	FL5_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	Gas	None	180	170 < days ≤ 240	NA	NA	NA	NA
O185	pH	258275.0004	FL5_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	Gas	None	180	170 < days ≤ 240	NA	NA	NA	NA
O185	temperature	955544.0855	FL5_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	Gas	None	180	170 < days ≤ 240	NA	NA	NA	NA
O186	bile salt	73359.72223	FL7_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	180	170 < days ≤ 240	Bella_di_Cerignola_2	5.52	56.91673775	3.16251
O186	osmosis	177554.7079	FL7_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	180	170 < days ≤ 240	Bella_di_Cerignola_2	5.52	56.91673775	3.16251
O186	pH	338767.7181	FL7_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	180	170 < days ≤ 240	Bella_di_Cerignola_2	5.52	56.91673775	3.16251
O186	temperature	598676.8884	FL7_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	180	170 < days ≤ 240	Bella_di_Cerignola_2	5.52	56.91673775	3.16251
O187	bile salt	64457.66029	FL9_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	160	days ≤ 170	Bella_di_Cerignola_2	4.38	54.7646101	4.765288889
O187	osmosis	177604.4579	FL9_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	160	days ≤ 170	Bella_di_Cerignola_2	4.38	54.7646101	4.765288889
O187	pH	331299.7316	FL9_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	160	days ≤ 170	Bella_di_Cerignola_2	4.38	54.7646101	4.765288889
O187	temperature	589269.3035	FL9_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	160	days ≤ 170	Bella_di_Cerignola_2	4.38	54.7646101	4.765288889
O189	bile salt	41793.78333	FL11_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Gas	None	180	170 < days ≤ 240	Bella_di_Cerignola_2	3.99	54.9996594	3.805194175
O189	osmosis	139105.9214	FL11_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Gas	None	180	170 < days ≤ 240	Bella_di_Cerignola_2	3.99	54.9996594	3.805194175
O189	pH	313392.3875	FL11_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Gas	None	180	170 < days ≤ 240	Bella_di_Cerignola_2	3.99	54.9996594	3.805194175
O189	temperature	592532.2025	FL11_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Gas	None	180	170 < days ≤ 240	Bella_di_Cerignola_2	3.99	54.9996594	3.805194175
O190	bile salt	52673.62091	FL15_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Gas	None	130	days ≤ 170	Bella_di_Cerignola_2	4.22	69.01444503	4.58609
O190	osmosis	162217.9856	FL15_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Gas	None	130	days ≤ 170	Bella_di_Cerignola_2	4.22	69.01444503	4.58609
O190	pH	335202.9343	FL15_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Gas	None	130	days ≤ 170	Bella_di_Cerignola_2	4.22	69.01444503	4.58609
O190	temperature	608446.7598	FL15_2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Gas	None	130	days ≤ 170	Bella_di_Cerignola_2	4.22	69.01444503	4.58609
O191	bile salt	41830.72769	IP1	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Iposea_1	4.25	64.44363067	4.699333333
O191	osmosis	192262.3626	IP1	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Iposea_1	4.25	64.44363067	4.699333333
O191	pH	319446.7624	IP1	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Iposea_1	4.25	64.44363067	4.699333333
O191	temperature	667371.8448	IP1	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Iposea_1	4.25	64.44363067	4.699333333
O192	bile salt	54890.2925	IP2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Iposea_1	4.41	65.55714019	3.53192
O192	osmosis	183608.1355	IP2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Iposea_1	4.41	65.55714019	3.53192
O192	pH	291818.4734	IP2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Iposea_1	4.41	65.55714019	3.53192
O192	temperature	724200.291	IP2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Iposea_1	4.41	65.55714019	3.53192
O193	bile salt	39441.00329	IP5	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Iposea_1	4.35	69.31065451	4.125166667
O193	osmosis	129274.45	IP5	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Iposea_1	4.35	69.31065451	4.125166667
O193	pH	319977.7508	IP5	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Iposea_1	4.35	69.31065451	4.125166667
O193	temperature	778917.3749	IP5	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Iposea_1	4.35	69.31065451	4.125166667
O194	bile salt	23100.76023	IP6	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Iposea_1	4.23	78.14118627	5.27986
O194	osmosis	165147.0169	IP6	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Iposea_1	4.23	78.14118627	5.27986
O194	pH	334997.4571	IP6	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Iposea_1	4.23	78.14118627	5.27986
O194	temperature	661418.9622	IP6	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Iposea_1	4.23	78.14118627	5.27986
O195	bile salt	25221.96032	IP7	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Iposea_1	4.61	70.50826044	2.5228
O195	osmosis	184304.2036	IP7	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Iposea_1	4.61	70.50826044	2.5228
O195	pH	286807.1882	IP7	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Iposea_1	4.61	70.50826044	2.5228
O195	temperature	866739.7291	IP7	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Iposea_1	4.61	70.50826044	2.5228
O196	bile salt	32936.0386	IP8	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	Gas	None	90	days ≤ 170	Iposea_1	4.51	129.5269085	2.71201
O196	osmosis	192689.7149	IP8	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	Gas	None	90	days ≤ 170	Iposea_1	4.51	129.5269085	2.71201
O196	pH	345186.4624	IP8	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	Gas	None	90	days ≤ 170	Iposea_1	4.51	129.5269085	2.71201
O196	temperature	537552.7703	IP8	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	Gas	None	90	days ≤ 170	Iposea_1	4.51	129.5269085	2.71201
O198	bile salt	71019.36863	OD5_giugno	Leccino	Leccino	Others	Others	Olives turning color	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Orto_Dauno_2	NA	NA	NA
O198	osmosis	203853.3468	OD5_giugno	Leccino	Leccino	Others	Others	Olives turning color	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Orto_Dauno_2	NA	NA	NA
O198	pH	316404.5751	OD5_giugno	Leccino	Leccino	Others	Others	Olives turning color	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Orto_Dauno_2	NA	NA	NA
O198	temperature	624970.608	OD5_giugno	Leccino	Leccino	Others	Others	Olives turning color	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Orto_Dauno_2	NA	NA	NA
O199	bile salt	108827.2904	OD6_giugno	Leccino	Leccino	Others	Others	Olives turning color	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Orto_Dauno_2	NA	NA	NA
O199	osmosis	174273.2364	OD6_giugno	Leccino	Leccino	Others	Others	Olives turning color	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Orto_Dauno_2	NA	NA	NA
O199	pH	301963.6692	OD6_giugno	Leccino	Leccino	Others	Others	Olives turning color	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Orto_Dauno_2	NA	NA	NA
O199	temperature	653305.3464	OD6_giugno	Leccino	Leccino	Others	Others	Olives turning color	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Orto_Dauno_2	NA	NA	NA
O20	bile salt	67566.69213	FI8	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Ficacci	6.2	34.56129444	0.272671053
O20	osmosis	158131.0751	FI8	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Ficacci	6.2	34.56129444	0.272671053
O20	pH	340613.1832	FI8	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Ficacci	6.2	34.56129444	0.272671053
O20	temperature	564220.3981	FI8	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Ficacci	6.2	34.56129444	0.272671053
