Sample	stress	rpkm_sum	Sample Title	Cultivar	Variety	Variety2	Variety3	Type	Preparation	Preparation2	spoilage	inoculation_fortification	Fermentation (days)	Fermentation_class	Group	pH	conc_NaCl	g_L_lactic_acid
O242	pH	330545.7743	C36	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Unagri soc. coop.	3.848	96.80326377	14.38897
O242	temperature	396882.9743	C36	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Unagri soc. coop.	3.848	96.80326377	14.38897
O243	bile salt	6425.08718	C168	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	450	365 < days ≤ 850	Lucarelli Alferino srl	4.758	109.6654942	9.1902
O243	osmosis	14246.66146	C168	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	450	365 < days ≤ 850	Lucarelli Alferino srl	4.758	109.6654942	9.1902
O243	pH	367692.2783	C168	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	450	365 < days ≤ 850	Lucarelli Alferino srl	4.758	109.6654942	9.1902
O243	temperature	303748.721	C168	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	450	365 < days ≤ 850	Lucarelli Alferino srl	4.758	109.6654942	9.1902
O244	bile salt	94535.39699	C22III	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.888	86.47090414	4.221185
O244	osmosis	162879.486	C22III	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.888	86.47090414	4.221185
O244	pH	323261.8199	C22III	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.888	86.47090414	4.221185
O244	temperature	577967.6378	C22III	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.888	86.47090414	4.221185
O245	bile salt	19490.26032	C23I	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	5.462	85.95873191	3.311175
O245	osmosis	128146.2394	C23I	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	5.462	85.95873191	3.311175
O245	pH	228848.9774	C23I	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	5.462	85.95873191	3.311175
O245	temperature	1007477.423	C23I	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	5.462	85.95873191	3.311175
O246	bile salt	93188.87753	C49	Konservolia	Konservolia	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Olymp Konstantopoulos s.a	4.05	126.4707226	8.9199
O246	osmosis	179811.1396	C49	Konservolia	Konservolia	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Olymp Konstantopoulos s.a	4.05	126.4707226	8.9199
O246	pH	305876.4188	C49	Konservolia	Konservolia	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Olymp Konstantopoulos s.a	4.05	126.4707226	8.9199
O246	temperature	657628.0408	C49	Konservolia	Konservolia	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Olymp Konstantopoulos s.a	4.05	126.4707226	8.9199
O247	bile salt	5289.409004	C104	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.843	103.6477789	10.58675
O247	osmosis	124636.1115	C104	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.843	103.6477789	10.58675
O247	pH	403703.5167	C104	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.843	103.6477789	10.58675
O247	temperature	498797.0256	C104	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.843	103.6477789	10.58675
O248	bile salt	0	C41	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	120	days ≤ 170	Azienda agricola Lucia Iannotta	4.866	87.24489012	3.37875
O248	osmosis	37125.80564	C41	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	120	days ≤ 170	Azienda agricola Lucia Iannotta	4.866	87.24489012	3.37875
O248	pH	283241.4852	C41	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	120	days ≤ 170	Azienda agricola Lucia Iannotta	4.866	87.24489012	3.37875
O248	temperature	344897.4386	C41	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	120	days ≤ 170	Azienda agricola Lucia Iannotta	4.866	87.24489012	3.37875
O249	bile salt	86417.09929	C167	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	270	240 < days ≤ 365	Lucarelli Alferino srl	4.005	101.2138628	13.72223
O249	osmosis	176371.605	C167	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	270	240 < days ≤ 365	Lucarelli Alferino srl	4.005	101.2138628	13.72223
O249	pH	321921.4336	C167	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	270	240 < days ≤ 365	Lucarelli Alferino srl	4.005	101.2138628	13.72223
O249	temperature	618116.165	C167	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	270	240 < days ≤ 365	Lucarelli Alferino srl	4.005	101.2138628	13.72223
O250	bile salt	6226.447017	C103	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.968	63.67955209	11.276015
O250	osmosis	109827.1411	C103	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.968	63.67955209	11.276015
O250	pH	412610.9133	C103	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.968	63.67955209	11.276015
O250	temperature	512567.5279	C103	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.968	63.67955209	11.276015
O251	bile salt	79535.6814	C19	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.429	106.4559647	3.36974
O251	osmosis	177585.0506	C19	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.429	106.4559647	3.36974
O251	pH	331672.7925	C19	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.429	106.4559647	3.36974
O251	temperature	611205.6668	C19	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.429	106.4559647	3.36974
O252	bile salt	1762.966339	C97	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.737	58.77193641	11.158885
O252	osmosis	69217.67603	C97	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.737	58.77193641	11.158885
O252	pH	430021.6654	C97	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.737	58.77193641	11.158885
O252	temperature	535636.2791	C97	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.737	58.77193641	11.158885
O253	bile salt	4084.510571	C17I	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.758	122.0421922	7.834195
O253	osmosis	133979.0729	C17I	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.758	122.0421922	7.834195
O253	pH	349426.3266	C17I	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.758	122.0421922	7.834195
O253	temperature	645298.7916	C17I	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.758	122.0421922	7.834195
O254	bile salt	19432.33557	C38	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Unagri soc. coop.	4.556	83.19553138	9.1902
O254	osmosis	191071.4234	C38	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Unagri soc. coop.	4.556	83.19553138	9.1902
O254	pH	321854.7934	C38	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Unagri soc. coop.	4.556	83.19553138	9.1902
O254	temperature	692052.8866	C38	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Unagri soc. coop.	4.556	83.19553138	9.1902
O255	bile salt	94359.71271	C22II	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.898	88.0258039	6.311505
O255	osmosis	174582.7291	C22II	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.898	88.0258039	6.311505
O255	pH	329885.9313	C22II	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.898	88.0258039	6.311505
O255	temperature	564925.0986	C22II	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.898	88.0258039	6.311505
O256	bile salt	10334.44737	C102	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.87	51.72494053	11.36161
O256	osmosis	117455.8625	C102	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.87	51.72494053	11.36161
O256	pH	404291.9339	C102	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.87	51.72494053	11.36161
O256	temperature	536136.4039	C102	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.87	51.72494053	11.36161
O257	bile salt	2588.918105	C17III	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.66	82.94877945	55.7719
O257	osmosis	121028.4807	C17III	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.66	82.94877945	55.7719
O257	pH	320076.0239	C17III	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.66	82.94877945	55.7719
O257	temperature	807115.0262	C17III	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.66	82.94877945	55.7719
O258	bile salt	6152.383548	C105	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.856	54.08165832	12.546425
O258	osmosis	133295.082	C105	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.856	54.08165832	12.546425
O258	pH	407049.4113	C105	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.856	54.08165832	12.546425
O258	temperature	513282.0826	C105	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.856	54.08165832	12.546425
O259	bile salt	356.5138172	C66	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.684	116.3777617	4.653665
O259	osmosis	253353.0614	C66	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.684	116.3777617	4.653665
O259	pH	260337.8983	C66	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.684	116.3777617	4.653665
O259	temperature	311670.2991	C66	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.684	116.3777617	4.653665
O26	bile salt	33603.29406	C67	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.674	101.2138628	3.82024
O26	osmosis	101826.2023	C67	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.674	101.2138628	3.82024
O26	pH	361386.6719	C67	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.674	101.2138628	3.82024
O26	temperature	418078.9254	C67	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.674	101.2138628	3.82024
O260	bile salt	60702.27063	PVG16	Conservolea	Conservolea	Others	Others	Black olives	Natural olives	Natural olives	None	None	150	days ≤ 170	PVG_01	3.86	103.9	5.46006
O260	osmosis	167324.686	PVG16	Conservolea	Conservolea	Others	Others	Black olives	Natural olives	Natural olives	None	None	150	days ≤ 170	PVG_01	3.86	103.9	5.46006
O260	pH	319399.4173	PVG16	Conservolea	Conservolea	Others	Others	Black olives	Natural olives	Natural olives	None	None	150	days ≤ 170	PVG_01	3.86	103.9	5.46006
O260	temperature	699818.1881	PVG16	Conservolea	Conservolea	Others	Others	Black olives	Natural olives	Natural olives	None	None	150	days ≤ 170	PVG_01	3.86	103.9	5.46006
O261	bile salt	18886.7109	C34	Ascolana tenera	Ascolana tenera	Others	Others	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	180	170 < days ≤ 240	Migliori Ascoli Piceno SRL	4.059	94.2497051	5.194265
O261	osmosis	115347.186	C34	Ascolana tenera	Ascolana tenera	Others	Others	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	180	170 < days ≤ 240	Migliori Ascoli Piceno SRL	4.059	94.2497051	5.194265
O261	pH	231114.6511	C34	Ascolana tenera	Ascolana tenera	Others	Others	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	180	170 < days ≤ 240	Migliori Ascoli Piceno SRL	4.059	94.2497051	5.194265
O261	temperature	1045476.689	C34	Ascolana tenera	Ascolana tenera	Others	Others	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	180	170 < days ≤ 240	Migliori Ascoli Piceno SRL	4.059	94.2497051	5.194265
O262	bile salt	23071.54214	C23II	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	5.409	45.93037593	4.24371
O262	osmosis	120016.5397	C23II	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	5.409	45.93037593	4.24371
O262	pH	238217.4832	C23II	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	5.409	45.93037593	4.24371
O262	temperature	993044.9935	C23II	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	5.409	45.93037593	4.24371
O263	bile salt	11237.54995	C23III	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	5.42	94.81127786	5.28887
O263	osmosis	116738.5874	C23III	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	5.42	94.81127786	5.28887
O263	pH	405529.1166	C23III	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	5.42	94.81127786	5.28887
O263	temperature	525599.8452	C23III	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	5.42	94.81127786	5.28887
O264	bile salt	4039.235623	C101	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.835	88.55029248	12.64103
O264	osmosis	157230.996	C101	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.835	88.55029248	12.64103
O264	pH	309161.2715	C101	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.835	88.55029248	12.64103
O264	temperature	517103.4575	C101	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.835	88.55029248	12.64103
O265	bile salt	2355.674258	C39	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	120	days ≤ 170	Unagri soc. coop.	4.643	71.71334827	4.930272
O265	osmosis	136380.4622	C39	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	120	days ≤ 170	Unagri soc. coop.	4.643	71.71334827	4.930272
O265	pH	346599.17	C39	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	120	days ≤ 170	Unagri soc. coop.	4.643	71.71334827	4.930272
O265	temperature	672747.9432	C39	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	120	days ≤ 170	Unagri soc. coop.	4.643	71.71334827	4.930272
O266	bile salt	51930.15836	C17II	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.728	123.5008652	8.050435
O266	osmosis	169469.2941	C17II	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.728	123.5008652	8.050435
O266	pH	350393.7287	C17II	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.728	123.5008652	8.050435
O266	temperature	565747.9716	C17II	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.728	123.5008652	8.050435
O267	bile salt	5729.795188	C74	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.182	51.72494053	8.419845
O267	osmosis	153913.7628	C74	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.182	51.72494053	8.419845
O267	pH	403419.7241	C74	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.182	51.72494053	8.419845
O267	temperature	489653.5442	C74	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.182	51.72494053	8.419845
O268	bile salt	91144.46247	C106	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.998	65.99028439	6.374575
O268	osmosis	164736.642	C106	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.998	65.99028439	6.374575
O268	pH	321361.3146	C106	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.998	65.99028439	6.374575
O268	temperature	617528.823	C106	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Daniele Mandarello	3.998	65.99028439	6.374575
O269	bile salt	137.5854917	C22I	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	5.023	95.65991706	3.64004
O269	osmosis	195369.6296	C22I	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	5.023	95.65991706	3.64004
O269	pH	289369.2172	C22I	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	5.023	95.65991706	3.64004
O269	temperature	334392.2899	C22I	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	5.023	95.65991706	3.64004
O27	bile salt	5855.680087	C24II	Amfissa nere	Amfissa nere	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	3.572	130.6712363	15.7675
O27	osmosis	161058.5084	C24II	Amfissa nere	Amfissa nere	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	3.572	130.6712363	15.7675
O27	pH	381015.8452	C24II	Amfissa nere	Amfissa nere	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	3.572	130.6712363	15.7675
O27	temperature	459580.7925	C24II	Amfissa nere	Amfissa nere	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	3.572	130.6712363	15.7675
O270	bile salt	599.4794275	PVG17	Conservolea	Conservolea	Others	Others	Black olives	Natural olives	Natural olives	Zapatera/Palmiche	None	150	days ≤ 170	PVG_01	4.23	57.53	9.14515
O270	osmosis	6020.666954	PVG17	Conservolea	Conservolea	Others	Others	Black olives	Natural olives	Natural olives	Zapatera/Palmiche	None	150	days ≤ 170	PVG_01	4.23	57.53	9.14515
O270	pH	370231.7658	PVG17	Conservolea	Conservolea	Others	Others	Black olives	Natural olives	Natural olives	Zapatera/Palmiche	None	150	days ≤ 170	PVG_01	4.23	57.53	9.14515
O270	temperature	411082.5495	PVG17	Conservolea	Conservolea	Others	Others	Black olives	Natural olives	Natural olives	Zapatera/Palmiche	None	150	days ≤ 170	PVG_01	4.23	57.53	9.14515
O271	bile salt	11152.32989	C68	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.745	77.93274975	3.73014
O271	osmosis	174845.6185	C68	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.745	77.93274975	3.73014
O271	pH	354078.1789	C68	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.745	77.93274975	3.73014
O271	temperature	538944.5422	C68	Itrana	Oliva di Gaeta	Oliva di Gaeta	Oliva di Gaeta	Black olives	Natural olives	Natural olives	None	None	730	365 < days ≤ 850	Daniele Mandarello	4.745	77.93274975	3.73014
O272	bile salt	380.2939319	C29	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	485	365 < days ≤ 850	NA	NA	NA	NA
O272	osmosis	15002.66167	C29	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	485	365 < days ≤ 850	NA	NA	NA	NA
O272	pH	399422.0548	C29	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	485	365 < days ≤ 850	NA	NA	NA	NA
O272	temperature	359414.9348	C29	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	485	365 < days ≤ 850	NA	NA	NA	NA
